,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,Y
9382,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9383,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9384,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9385,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,0
9386,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9387,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9388,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9389,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9390,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9391,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,0
9392,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9393,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,1,1
9394,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,1,1
9395,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,0
9396,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9397,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9398,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9399,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1
9400,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,1,1
9401,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1
9402,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9403,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9404,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9405,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9406,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,1
9407,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9408,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,1
9409,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9410,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,0
9411,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,1
9412,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,0
9413,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,1
9414,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,0
9415,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,1,0
9416,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,1,0
9417,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9418,Work,Alone,Sunny,30,7AM,Bar,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9419,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0
9420,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,0
9421,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,1
9422,Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,1,0
9423,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,1
9424,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9425,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0
9426,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9427,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0
9428,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9429,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0
9430,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9431,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9432,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1
9433,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1
9434,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,0
9435,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1
9436,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1
9437,Home,Alone,Rainy,55,6PM,Bar,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,1,1
9438,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,1,0
9439,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0
9440,Work,Alone,Sunny,30,7AM,Bar,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9441,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,0
9442,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1
9443,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,0
9444,Work,Alone,Rainy,55,7AM,Bar,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,1,1
9445,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1
9446,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,1
9447,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9448,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,1
9449,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,1
9450,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0
9451,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0
9452,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0
9453,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,1
9454,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0
9455,Home,Alone,Rainy,55,6PM,Bar,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,1
9456,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0
9457,Home,Partner,Sunny,55,10PM,Bar,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0
9458,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9459,Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0
9460,Work,Alone,Sunny,30,7AM,Bar,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9461,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9462,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9463,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,1
9464,Work,Alone,Rainy,55,7AM,Bar,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0
9465,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,0
9466,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9467,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1
9468,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1
9469,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1
9470,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,0
9471,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,1
9472,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,1
9473,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,1
9474,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1
9475,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1
9476,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9477,Home,Kid(s),Sunny,30,6PM,Bar,2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9478,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,0
9479,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,1
9480,Home,Alone,Rainy,55,6PM,Bar,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,0
9481,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,1
9482,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9483,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9484,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9485,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,1
9486,Work,Alone,Rainy,55,7AM,Bar,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,0
9487,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0
9488,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9489,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9490,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9491,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9492,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9493,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9494,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9495,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9496,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9497,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9498,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9499,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9500,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9501,Home,Alone,Rainy,55,6PM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0
9502,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0
9503,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9504,Work,Alone,Sunny,30,7AM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9505,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9506,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9507,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0
9508,Work,Alone,Rainy,55,7AM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0
9509,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,0
9510,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9511,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9512,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9513,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9514,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9515,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9516,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,0
9517,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9518,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9519,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9520,Home,Alone,Rainy,55,6PM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,1
9521,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0
9522,Home,Partner,Sunny,55,10PM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0
9523,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9524,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9525,Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9526,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9527,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9528,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
9529,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,1
9530,Work,Alone,Rainy,55,7AM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,1
9531,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1
