,Y
9500,0
4566,1
12046,1
7594,0
8473,1
5028,1
732,1
10955,0
11191,1
10100,1
5240,1
5713,1
3085,0
9303,1
6599,0
4680,1
2195,1
8352,1
2798,1
6011,1
11357,1
9144,1
9523,1
9411,1
5311,0
6772,1
7704,0
8798,0
8356,0
6250,1
1040,1
8150,1
3968,1
6761,0
8401,0
3612,0
329,1
2546,1
12121,0
1429,0
6237,1
433,0
5203,0
6187,1
9052,0
4370,1
967,0
6854,1
11921,1
11678,1
11926,0
11815,1
423,0
11605,1
6235,0
11887,0
11005,1
4652,1
9100,1
6213,0
2562,0
4605,1
4317,1
5393,1
8338,0
3361,1
1777,1
5149,0
5918,1
3186,1
8700,1
8039,0
4419,0
9753,1
2852,0
6004,1
168,1
3419,1
9584,0
10449,0
6273,0
10429,1
136,1
5374,0
894,1
8389,0
1483,1
1792,1
6180,1
4863,1
6177,1
5208,0
12578,1
11042,0
11308,0
10581,1
5181,0
1447,0
199,0
11803,1
11658,1
1823,1
9987,0
6066,0
8922,0
3886,0
8067,1
2121,1
11657,1
807,1
10787,1
5661,0
2997,0
1198,0
4403,0
9013,0
10903,0
1241,1
4051,1
8962,1
623,0
12267,1
1162,1
6356,1
7179,1
2603,0
2775,0
3781,1
5846,0
6118,0
1740,1
2282,1
7939,1
5103,1
11218,1
12355,1
8216,1
8408,0
11052,1
10102,1
5249,0
12281,1
3421,0
4262,0
207,0
11702,0
2322,0
6185,1
591,1
5272,1
1720,0
1863,1
8717,0
10527,1
469,1
5446,0
6265,1
11003,0
5627,1
928,1
10088,1
2721,1
9661,1
2934,1
1913,0
956,1
9680,1
25,0
1134,1
10389,1
5021,1
3224,1
9744,1
4939,0
9837,0
2937,0
3533,0
10838,0
5116,0
10379,0
4845,0
8131,0
8032,1
3854,0
7997,1
7148,0
10563,1
8372,0
5368,0
6594,0
1434,0
3912,0
3091,0
2344,1
5995,1
11490,1
8286,1
770,1
8829,1
10728,1
2492,1
1208,0
5294,1
8467,0
6950,0
1152,1
5302,0
307,0
10251,0
4182,1
6922,1
7204,1
6926,1
5531,1
2610,1
4305,1
7316,0
2787,1
6738,0
10179,0
9123,0
7742,1
6242,0
6521,1
12418,1
5819,1
6167,1
3455,1
2418,1
10623,1
8393,1
11157,0
10215,1
4464,0
973,1
1634,1
2435,0
9008,0
10146,1
3762,1
6001,1
8448,0
11870,0
7365,1
7263,1
1472,0
5795,1
9797,1
8752,0
4469,1
2957,1
10959,0
7098,0
11491,0
1684,1
9359,0
3918,0
9396,1
7012,1
5251,0
1071,0
7108,0
4420,0
2251,0
12372,1
10873,1
2956,0
9781,1
2659,0
10638,1
4187,1
7250,1
8622,1
11383,1
12134,1
10297,1
12201,1
12263,1
4353,0
4984,0
11306,1
1641,0
12561,1
8948,0
3560,1
3622,1
6021,0
7221,0
10148,1
12630,1
10368,0
8994,0
6172,1
1207,1
11122,0
11723,1
10915,1
8343,0
2292,1
714,0
6687,1
8736,1
4735,1
2745,1
3337,0
7456,0
8615,1
3219,1
659,0
797,1
755,1
10200,1
8291,1
2496,0
7599,1
1871,1
2046,1
7877,1
4851,1
5072,1
2163,1
6036,0
6921,1
6216,1
11085,1
537,1
9893,0
2897,1
7768,1
2222,1
10327,0
2599,0
705,1
3468,1
6744,0
5874,0
4373,0
7891,0
9225,0
4859,1
3264,1
9845,0
10799,0
2732,1
